title,content
《台北股市》盤中焦點股：台積電、金寶、穎漢、大銀微系統、協易機,"【時報-台北電】盤中焦點股：1.台積電(2330)：今日法說登場，昨夜ADR率先小幅彈升，但盤初股價開高漲至1055元後，頻頻翻黑，暫低見1030元。2.金寶(2312)：開發新品切入伺服器、低軌衛星領域，股價一度飆高8%，不到10:00成交量已突破10萬大張。3.穎漢(4562)：機器人題材重燃，價量俱揚強攻漲停，彈上季線。4.大銀微系統(4576)：訂單暢旺，看好全年營收，強勢拉漲停，改寫逾3年高點。5.協易機(4533)：在手訂單逾20億，積極布局AI伺服器、氫能源車產業，今明年營運審慎樂觀，聞訊爆量觸漲停，攻克季線與半年線。6.綠界科技*(6763)：第三方支付手續費穩健成長，電商旺季加溫營運，早盤頻觸漲停價61.4元。7.佰鴻(3031)：LED族群多頭動起來，盤中直奔漲停價25.6元。8.東友(5438)：9月營收年增3成，買盤點火強拉漲停，改寫14年新高。9.車王電(1533)：旗下華德動能拿下百輛電巴大單，盤初股價一度飆升逾7%慶祝，飛過5日線。10.六方科-KY(4569)：10月以來股價震盪向下回落，本周止穩回升，今早多頭重踩油門，一度彈升逾4%、重返5日線上。11.中華(2204)：9月營收月增終結連5衰、轉正成長44.98%，年減降至19.95%，前三季營收年增16.34%，盤初股價續漲約2%，重返月線及70關。12.世紀鋼(9958)：綠電題材加持，無畏法人偏空操作，盤初股價強漲逾6%，躍過月線，奪鋼鐵量價雙冠王。13.大成鋼(2027)：龍頭廠調漲盤價，點燃產業向好希望，盤初不畏法人連兩日賣超，股價仍強彈逾5%。14.華義(3086)：短線股價跌多，今日低接買盤轉趨積極，盤初彈升逾2.5%。15.欣興(3037)：加碼5億擴廠運，法人看好2025年營運可望彈升，底部墊高、多方蠢動，早盤拉高4%。16.富世達(6805)：折疊機話題不斷，月線附近整理結束，盤初量能增溫，直接彈上880元。17.廣宇(2328)：富爸爸鴻海股價再締高點，多方士氣振奮，開高走高，漲幅約3%。18.聯策(6658)：跨足研發半導體晶圓檢測、量測設備領域，後市有看頭，外資昨日買超1231張，一舉拱上百元。19.萬海(2615)：修正至季線後止穩，目前基期較低、具殖利率保護吸引資金轉入，今早大彈5%。20.夏都(2722)：ITF台北國際旅展倒數計時，低檔整理結束，拉高3%拚季線。21.映泰(2399)：矽光子題材續燒，昨獲外資敲進1.9萬張居冠，晨盤衝24年高後翻黑。22.泰金寶-DR(9105)：積極引進AI，加速轉型腳步，外資連2買，日K連3紅，挺進波段高。23.上銀(2049)：義大利新廠擴建明年完工，已成市場領導者，買盤給力，一度勁升5%。24.台化(1326)：Q4展望拚向上，止跌反彈3%登5日線，終結連7黑K。。25.百和(9938)：訂單回溫，前9月EPS達3.81元，三大法人合計敲進4,330張，晨盤大漲5%，站上2年半高峰。26.必應(6625)：9月營收創新高，外資偏多相挺，股價走升半根停板，攻克半年線。27.銘異(3060)：9月營收年增25.31%，連2日放量衝高逾5%，彈上半年線。28.信驊(5274)：9月營收創新高，估明年BMC出貨量將破1,500萬片，止跌反彈3%，重登月線。29.南港(2101)：9月營收亮眼，早盤股價續漲逾4%，拿下月線。30.生華科(6492)：新藥Pidnarulex獲FDA核准臨床試驗，激勵盤初帶量漲逾2%。31.其陽(3564)：機器人概念股回神，早盤爆量，一度走揚逾3.5%，重回百元關。32.常珵(8097)：新客戶訂單發酵+跨足綠能，今日股價續揚，再飆逾1年高價。33.大立光(3008)：市場靜待法說行情，今早於盤上震盪小漲。34.寶成(9904)：愛迪達三度上調財測，估全年營收增10%；三大法人昨回補1829張。利多激勵盤中重返37元波段高。(編輯：李慧蘭)"
台積電開高震盪翻黑 市值跌破27兆元,（中央社記者張建中新竹2024年10月17日電）台積電 (2330) 線上法人說明會將於下午登場，今天股價開高震盪走低，由紅翻黑，盤中達1030元，下跌15元，市值跌破新台幣27兆元關卡，滑落至26.71兆元，影響大盤約121點。隨著美股收高，台積電美國存託憑證（ADR）16日止跌回穩，收在187.48美元，小漲0.35美元，漲幅約0.19%。台積電今天以1050元開出，上漲5元，不過在賣壓湧現，台積電股價震盪翻黑，達1030元，下跌15元，市值滑落至26.71兆元。法人預期，在人工智慧（AI）半導體需求增長，以及蘋果（Apple）3奈米晶片訂單增加，台積電第4季營收可望較第3季再成長，續創新高；全年美元營收應可成長27%。因應輝達（NVIDIA）等客戶強勁需求，台積電積極擴充CoWoS先進封裝產能，擴產情況是市場關注焦點。此外，台積電AI晶片先進製程和先進封裝報價調漲情況、毛利率展望，以及英特爾（Intel）等整合元件製造（IDM）廠委外代工狀況，都是投資人關心的重點。
《熱門族群》台積電低調等法說 供應鏈熱情不減,"【時報-台北電】台股權王台積電(2330)法說將於今日14:00登場，但昨日三大法人轉賣超15,857張，雖昨夜ADR雖小幅彈升0.19%，早盤股價開高後仍快速翻黑、一度跌至1030元，失守5日線，雖影響台股多頭士氣，但供應鏈相關個股仍漲多跌少。其中，世禾(3551)漲近7%表現最搶眼，另中砂(1560)、永光(1711)、盟立(2464)、大綜(3147)、精材(3374)等也聯袂漲逾4%，表現出色。半導體設備清洗大廠世禾(3551)近日雖遭法人偏空操作，但股價仍震盪走高，拉抬短均揚升，今日放量強漲逾8%、直逼120元，改寫4月底來波段新高。世禾9月營收2.1億元，月減2.58%、年增14.89%，前三季營收19.01億元、年增11.41%。法人日前指出，看好世禾今年營運重返成長軌道、有機會力拚雙位數成長，且高階清洗貢獻占比持續提升，有助獲利表現同步恢復成長。而台積電今日法說備受矚目，將影響台積電股價及台股整體走勢。法人指出，法說重點訊息包括：全年營收成長、資本支出計畫、3/5奈米報價調整、2奈米製程進展，以及CoWoS和AI PC供應鏈的佈局機會。(編輯：李慧蘭)"
台積電再締新紀錄！Q3毛利、獲利雙豐收 EPS 12.54元,"台積電（2330）17日公布2024年第三季財務報告，合併營收約7,596.9億元，稅後淨利為3,252.6億元，2024年第三季毛利率為57.8％，營業利益率為42.8％，稅後純益率則為33.4％，稅後每股盈餘（EPS）為12.54元。台積電指出，與去年同期相較，2024年第三季營收年增39.0％，稅後純益與每股盈餘皆增加54.2％。與前一季相較，第三季季增12.8％，稅後純益則增加31.2％。若以美金計算，2024年第三季營收為235億美元，較去年同期增加36％，較前一季增加12.9％。其中，3奈米製程出貨占台積電2024年第三季晶圓銷售金額的20％，較第二季15％增加5個百分點，手機客戶恢復下單、強勁表現挹注第三季旺上加旺；5奈米製程出貨佔全季晶圓銷售金額的32％；7奈米製程出貨則佔全季晶圓銷售金額的17％。先進製程營收比重達到全季晶圓銷售金額之69％、近7成大關。"
《盤後解析》全場屏息靜待台積電法說 台股縮量收高42點,"【時報記者王逸芯台北報導】台股今日開盤呼應美股上漲，但隨後陷入震盪，全場靜待台積電（2330）法說會，大盤量能縮減，市場觀望氣氛濃厚，多空雙方在23,000點關卡展開激戰。儘管台積電、聯發科等權值股表現平淡，但中小型個股表現亮眼，尤其機器人概念股強勢上攻，多檔個股衝上漲停，傳產股中的航運和鋼鐵類股也相對支撐盤勢，期貨強於現貨表現。終場台股收漲42.86點，報收23,053.84點，守住5日線，成交量達3,720.82億元。台積電今日即將召開法說會，股價盤中震盪，小幅收跌，最後一盤壓低，終場收跌0.96%，報1,035元，失守5日線；聯發科（2454）早盤由紅翻黑，股價在5日線附近震盪，終場持平，報1,275元；鴻海（2317）盤中穩步上揚，再創波段高點至209元，終場收漲1.71%，報208.5元；廣達（2382）開高走高，收漲1.86%，站上300元大關。輝達（NVIDIA）執行長黃仁勳在科技創新大會中表示，實體AI機器人將成為全球各行業的基石，帶動台股機器人概念股大幅走強。全球傳動（4540）、直得（1597）、大銀微系統（4576）、喬福（1540）、高鋒（4510）、穎漢（4562）等工具機大廠紛紛攻上漲停；和大（1536）及盟立（2464）因轉投資盟英的表現強勁，和大亦登上漲停。佳能（2374）憑藉光學機構技術整合AI、邊緣運算及機器視覺產品，帶動相關集團股走強，能率（5392）盤中也衝上漲停。航運股方面，今日股價表現穩定，由跌深的貨櫃三雄萬海（2615）大漲逾5%領軍，長榮（2603）及陽明（2609）分別上漲超過3.5%及2.5%。航空股中，華航（2610）開高後震盪上揚，漲幅超過1%，長榮航（2618）則震盪於平盤附近。在傳產股中，鋼鐵股表現不俗，大成鋼（2027）一度大漲超過5%；燁興（2007）、世紀鋼（9958）、中鴻（2014）等亦聯袂上漲超過3%，龍頭股中鋼（2002）則上漲約1.5%。分析師表示，由於台積電即將召開法說會，市場觀望氣氛濃厚，成交量縮減，指數目前在5日均線附近震盪。隨著台積電法說會的進行，短線市場將面臨表態。盤面上權值股與中小型股呈現輪動，操作上須把握輪動節奏，建議投資人採取分批進場策略，汰弱留強。選股方向可聚焦在台積電概念股、半導體設備、AI概念股，並搭配消費性電子、散裝航運、壽險、運動製鞋、高爾夫、綠能及風電等族群。"
【台股盤後】市場等待台積電法說訊息 台股收漲42點,（中央社記者曾仁凱台北2024年10月17日電）台積電 (2330) 法說會前夕，市場觀望氣氛濃厚，台股震盪，今天集中市場指數終場上漲42.86點，收在23053.84點，守住5日均線約23046點及23000點大關；成交值新台幣3720.8億元。台積電下午即將召開法說，市場靜待結果出爐，台積電早盤最多上漲10元至1055元，但隨即拉回，終場下跌10元或0.96%，收在1035元。其他科技權值股，鴻海 (2317) 終場上漲3.5元或1.71%，收208.5元；聯發科 (2454) 收平盤1275元；大立光上漲35元或1.39%，收2545元。輝達（NVIDIA）執行長黃仁勳日前於聯想LenovoTech World 2024大會，高呼「AI本質上就是機器人」，激勵今天機器人族群一片紅通通，包括穎漢 (4562) 、大銀微系統 (4576) 、直得 (1597) 、喬福 (1540) 、全球傳動 (4540) 、高鋒 (4510) 等多檔相關概念股股價亮燈漲停。另外資金輪動，台塑四寶跌深反彈，台化 (1326) 終場漲1.3元收在40.3元，成功收復40元大關，台塑 (1301) 、南亞 (1303) 、台塑化 (6505) 也都收紅。台新投顧副總經理黃文清分析，台股從8月低檔上來，已經漲了一段，主要是市場預期台積電表現不錯，漲到這個位置，加上台積電下午召開法說會，今天市場觀望氣氛濃。黃文清看好台積電成績和展望應該都會不錯，但由於市場已事先反映，法說後的上漲空間相對受限，加上11月5日美國總統大選即將登場，預料市場將再度陷入觀望，可能要等到選後資金才會重新回籠。
台積電第3季每股純益12.54元創新高 毛利率57.8%,（中央社記者張建中新竹2024年10月17日電）台積電 (2330) 第3季營收235億美元，毛利率57.8%，表現皆優於預期，歸屬母公司淨利新台幣3252.6億元，創下單季獲利新高，每股純益達12.54元。台積電下午召開線上法人說明會，公布第3季營運結果。台積電第3季營收235億美元，優於預估的224億至232億美元，約新台幣7596.9億元，季增12.8%，並創下單季營收新高。受惠更高的產能利用率及成本改善效益，台積電第3季毛利率達57.8%，優於預估的53.5%至55.5%水準，較第2季揚升4.6個百分點。台積電第3季歸屬母公司淨利3252.6億元，季增31.2%，創下單季獲利新高，每股純益12.54元。台積電第3季3奈米製程比重約20%，5奈米比重32%，7奈米比重17%。包括3奈米、5奈米和7奈米先的進製程比重達69%。台積電第3季高效能運算平台業績季增11%，智慧手機平台業績成長16%，物聯網平台業績成長35%，車用電子平台成長6%，消費性電子平台季減19%。台積電累計前9月營收2兆258億元，年增31.9%，毛利率54.9%，較去年同期持平；歸屬母公司淨利7985.88億元，年增33.1%，每股純益30.8元。（編輯：張良知）
台積電Q3營收、毛利率、營益率均超財測高標，單季每股大賺12.54元,"【財訊快報／記者李純君報導】晶圓代工龍頭台積電(2330)不單第三季營收超越財測高標，單季毛利率與營業利益率均超越財測高標，2024年第三季毛利率為57.8%，營業利益率為47.5%，單季每股大賺12.54元。台積電公布第三季成績單，單季合併營收約7,596億9千萬元，稅後淨利3,252億6千萬元，單季每股淨利12.54元，折合美國存託憑證每單位為1.94美元。與去年同期相較，台積電2024年第三季營收增加了39.0%，稅後獲利與每股淨利皆增加了54.2%。與前一季相比，2024年第三季營收增加了12.8%，稅後獲利則增加了31.2%。若以美元計算，台積電2024年第三季營收為235億美元，較去年同期增加了36.0%，較前一季增加了12.9%。此外，2024年第三季毛利率為57.8%，營業利益率為47.5%，稅後純益率則為42.8%。而與台積電釋出的第三季財測相比，單季營收、毛利率、營業利益率均超越財測高標。分析產線結構，3奈米製程出貨佔台積電2024年第三季晶圓銷售金額的20%，5 奈米製程出貨佔全季晶圓銷售金額的32%；7奈米製程出貨則佔全季晶圓銷售金額的17%。總體而言，先進製程（包含7奈米及更先進製程）的營收達到全季晶圓銷售金額的69%。<BR>"
台積電第3季每股賺12.54元創新高 毛利率衝57.8％,晶圓代工龍頭台積電17日公布第3季合併營收達7596億9千萬元，季增12.8％、年增39％，稅後純益約新台幣3252億6千萬元，每股盈餘為新台幣12.54元。台積電指出，若以美元計算2024 年第三季營收為 235 億，較去年同期增加了 36.0％，較前一季增加了 12.9％；2024 年第三季毛利率為 57.8％，營業利益率為 47.5％，稅後純益率則為 42.8％。第3季出貨，3奈米製程占比20％、5奈米32％，7奈米17％，先進製程（7奈米含更先進製程）營收占全季銷售金額69％。
《半導體》台積電Q3雙率超預期 每股大賺12.54元創高,【時報記者林資傑台北報導】晶圓代工龍頭台積電(2330)今（17）日召開線上法說，公布2024年第三季毛利率57.83％、營益率47.49％，雙創近7季高、且均優於財測預期。歸屬母公司稅後淨利3252.58億元，季增31.23％、年增達54.15％，每股盈餘（EPS）12.54元，雙創歷史新高。累計台積電2024年前三季自結合併營收2.02兆元、年增達31.87％，營業利益8963.4億元、年增達35.55％，歸屬母公司稅後淨利7985.88億元、年增達33.15％，每股盈餘30.8元，均創同期新高。毛利率54.89％與去年同期相當，營益率自43.05％升至44.25％。台積電2024年第三季自結合併營收再創7596.92億元新高，季增12.8％、年增達38.95％，超越財測預期7280～7540億元區間。以美元計算，第三季營收為235.04億美元，季增12.88％、年增達36.03％，亦超越224～232億美元財測高標。台積電第三季營業利益3607.66億元，季增25.9％、年增達58.19％，歸屬母公司稅後淨利3252.58億元，季增達31.23％、年增達54.15％，每股盈餘12.54元，均創歷史新高。毛利率、營益率「雙升」至57.93％、47.49％，雙創近7季高，表現均優於財測預期。台積電表示，第三季營收創高主要受惠智慧手機及人工智慧（AI）相關需求帶動3奈米、5奈米需求強勁，優於財測預期。稼動率提升及成本改善，則帶動毛利率及營益率同步提升，表現同步優於財測預期。台積電指出，3奈米、5奈米、7奈米製程出貨分占第三季晶圓銷售金額的20％、32％及17％，整體先進製程營收達全季晶元銷售金額69％。應用方面，物聯網、智慧手機、高速運算（HPC）分別季增35％、16％、11％，其他及車用分別季增8％、6％，僅消費性電子季減達19％。
《國際產業》太神！台積電Q3獲利遠超市場預期,"【時報編譯柯婉琇綜合外電報導】全球晶圓代工龍頭台積電(2330)周四公布第三季淨利年增54%，遠優於市場預期，反映該公司持續受惠於AI應用帶動半導體晶片需求激增。台積電17日公布第三季合併營收季增12.8%、年增39%，至7596億9千萬元；以美元計為約為235億美元，季增12.9%、年增36%。第三季毛利率57.8%，營業利益率47.5%，稅後純益率42.8%。第三季稅後淨利約3252億6千萬元（約合101.1億美元），相當於每股盈餘為12.54元，表現遠優於去年同期的2,110億元和分析師預估的3002億元。"
台積電釋營運展望 Q4毛利戰6成 資本支出不變,台積電17日法說會，釋出第四季營運展望。2024年第四季營收將介於261億~269億美元，約季增13％、年增35％；毛利表現介於57％-59％，挑戰6成大關。3奈米竄升速度快速，第三季比重已達2成，法人指出，5奈米占總營收32％，為主要收入來源之一，不過3奈米在市場中也逐漸擴展。財務長黃仁昭指出，更強勁的產能利用率及生產成本的改善，第三季實際毛利率優於財測預期，有效的消弭3奈米對毛利的稀釋。AI需求持續強勁，台積電會持續投資，黃仁昭強調，資本支出每年皆根據市場需求，進行審慎評估。台積電預估，今年資本支出預計將略高於300億美金，與上季財測區間之300-320億美元相同。
《半導體》台積電Q4營收估季增逾11%再拚高 雙率續雙升,【時報記者林資傑台北報導】晶圓代工龍頭台積電(2330)今（17）日召開線上法說，預期2024年第四季合併營收將介於261～269億美元，季增11.04～14.45％、年增33～37.08％。在假設新台幣兌美元平均匯率32元狀況下，毛利率預期介於57～59％、營益率介於46.5～48.5％。以此推算，台積電第四季合併營收估落於8352～8608億元，季增9.94～13.31％、年增33.52～37.61％，中位數續創8480億元新高，季增11.62％、年增29.36％。毛利率及營益率預估中位數為58％、47.5％，將續繳「雙升」佳績。台積電第三季自結合併營收7596.92億元，季增12.8％、年增38.95％，歸屬母公司稅後淨利3252.58億元，季增31.23％、年增達54.15％，每股盈餘（EPS）12.54元，全數改寫新高。毛利率、營益率「雙升」至57.93％、47.49％，雙創近7季高、均優於財測預期。累計台積電前三季自結合併營收2.02兆元、年增達31.87％，歸屬母公司稅後淨利7985.88億元、年增達33.15％，每股盈餘30.8元，均創同期新高。毛利率54.89％與去年同期54.9％相當，營益率自43.05％升至44.25％。台積電第三季資本支出約64億美元，季增0.63％、年減9.86％，累計前三季資本支出約185.3億美元、年減26.5％。黃仁昭指出，今年資本支出預期將略高於300億美元，達上季法說調整後的300～320億美元預期低標。
台積電估今年資本支出略高於300億美元,MoneyDJ新聞 2024-10-17 14:34:08 記者 王怡茹 報導晶圓代工龍頭台積電(2330)今(17)日在台北舉行實體法人說明會，董事長暨總裁魏哲家(圖左)、財務長黃仁昭，法人關係處處長蘇志凱等一同出席。針對外界關心的資本支出，公司表示，今(2024)年全年資本支出預計將略高於300億美金(slightly above 30Billion)，仍落於上次財測300-320億美元區間。台積電2023年資本支出304.5億美元，公司7月份預估2024年全年資本支出落在300~320億美元，將前次低標280億美元向上微調。公司2024年第三季資本支出約64億美元，略高於第二季的63.6億美元。台積電多次強調，資本支出和產能規劃是基於長期的結構性市場需求。 
【台積電法說】Q4營收估季增逾一成、全年資本支出略高300億美元 魏哲家：繼續當半導體中的不可或缺,台積電（2330）法說會今（18）日登場，除了公布第三季財報外，同時也給出第四季財測，預估營收將季增逾14％，全年資本支出略高於300億美元。台積電預計第四季度銷售額261億美元至269億美元，和第三季235億元相比，最高季增14.46%，若換算成新台幣約8352到8608億元，則比上季成長9.93到13.3%。台積電預計第四季度毛利率57％至59％，預估54.7％。台積電上次法說會縮小資本支出預算範圍至300億到320億美元，這次台積電估計2024年資本支出將略高於300億美元；以美元計算，預計今年銷售額將增長近30％。台積電董事長魏哲家表示，台積電以 235 億美元的收入結束第三季度，超過了他們預期，第三季度的業績得益於智能手機和人工智慧相關需求的強勁支持，尤其是他們在業界領先的 3 奈米和 5 奈米技術；展望第四季，由於今年下半年持續觀察到客戶對 AI 相關需求居高不下，將導致總體產能持續增加。魏哲家也強調，台積電將繼續在美國半導體產業中扮演關鍵和不可或缺的角色，幫助客戶取得成功，同時維持一個重要的合作夥伴和推動者。⭐手刀加入！Yahoo奇摩Line理財官方帳號⭐
台積電估今年資本支出略高300億美元 明年高於今年,（中央社記者鍾榮峰台北2024年10月17日電）晶圓代工龍頭台積電 (2330) 今天下午在法人說明會中表示，今年資本支出估略高於300億美元。展望2025年，台積電預期明年資本支出會比今年增加。台積電7月中旬法說會預估今年資本支出規模落在300億美元至320億美元，較4月中旬法說會預期280億美元至320億美元，小幅上調。台積電財務長黃仁昭重申，台積電每年資本支出規劃，均以客戶未來數年需求及市場成長為考量，今年人工智慧（AI）應用需求強勁，台積電透過資本支出因應客戶對AI應用需求。台積電董事長魏哲家回應法人提問指出，「AI需求是真實存在且剛開始，且需求展望健康」；黃仁昭指出，台積電預期2025年產業需求會持續強勁，預估明年資本支出規模會較今年增加，相關細節要到下一次法人說明會再進一步揭露。根據資料，台積電第3季資本支出規模64億美元，較第2季資本支出63.6億美元微增0.63%，較2023年同期資本支出71億美元減少9.8%；累計今年前3季台積電資本支出約185.3億美元，較去年同期252.1億美元減少26.5%。若以新台幣計價，台積電第3季資本支出2070.8億元，較第2季資本支出2056.8億元微增0.68%，比2023年同期2266.2億元減少8.62%。（編輯：張良知）
台積電Q4營收估續創高，毛利率逼近6成,MoneyDJ新聞 2024-10-17 14:41:28 記者 王怡茹 報導晶圓代工龍頭台積電(2330)今(17)日舉行法說會，公司以1美元兌換新台幣32元計算，2024年第四季營收估261~269億美元，季增13%、年增35%；以中位數265億美元計算，單季營收則季增約12.8%，有望持續改寫單季新高。以新台幣推算，公司第四季營收估落於8352~8608億，約季增9.94%~13.32%。雙率部分，台積電則預估，第四季毛利率落在57~59%、營益率46.5~48.5%；毛利率中位數58%、營益率中位數47.5%，前者優於第三季水準，後者則是持平。公司說明，強勁的產能利用率與生產成本的改善，使第三季實際毛利率優於財測。從製程別來看，3奈米製程出貨佔台積電2024年第三季晶圓銷售金額20%，5奈米製程出貨佔全季晶圓銷售金額32%，7奈米製程出貨則佔全季晶圓銷售金額17%。總體而言，先進製程（定義為7奈米及以上的技術）營收達到全季晶圓銷售金額的69%。 
台積電第4季美元營收估季增13% 全年成長近30%,（中央社記者張建中新竹2024年10月17日電）台積電 (2330) 第4季營運展望樂觀，預期季營收將達261億至269億美元，以中間值計，將季增13%，成長力道優於預期。台積電並調高今年營運目標，預期美元營收增幅將接近30%。台積電下午召開線上法人說明會，資深副總經理暨財務長黃仁昭表示，第4季營收將約261億至269億美元，以中間值計，將季增13%，將續創新高。黃仁昭說，受惠更高的產能利用率及成本改善效益，第4季毛利率可望達57%至59%，以中間值計，將較第3季再揚升0.2個百分點；營業利益率約46.5%至48.5%。台積電董事長暨總裁魏哲家說，領先的製程強勁需求將持續支撐第4季營運。下半年客戶對於AI相關需求強勁，帶動整體產能利用率提升。魏哲家預期，今年包括繪圖處理器（GPU）、AI加速器、訓練和推論用中央處理器的AI伺服器相關業績可望增長3倍以上，將占總營收約15%，預期今年美元營收增幅將接近30%。（編輯：張良知）
AI需求是真的！台積電Q4財測看旺 ADR夜盤飆漲7%,台積電於今（17）日下午2點舉行法說會，會中釋出Q4財測，預期Q4營收落在261億~269億美元，毛利率介於57%~59%，雙雙超越市場預期，財務長黃仁昭指出，受惠於AI需求強勁及製程技術的領先，預計全年營收將較去年增加近30%。台積電財務長暨發言人黃仁昭資深副總經理表示：「台積電2024 Q3的業績受惠於智慧型手機和AI相關應用對我們領先業界的3奈米和5奈米技術的強勁需求。進入2024年第四季，我們預期台積公司的業績將繼續得益於市場對我們先進製程技術的強勁需求。」黃仁昭還指出，今年資本資出略高於300億美金，符合上季財測區間，而明年的資本資出很有可能高於今年。QA階段，有分析師詢問：「AI需求是否為真？」魏哲家直言：「AI需求的真的，且所有AI創新者都與台積電有合作，也帶動半導體需求，一個關鍵客戶還說現在需求很瘋狂，才正要開始，並將持續數年。」他還表示，台積電也透過AI提升晶片良率，並優化製程，此外，他透露台積電目前對收購英特爾的晶圓廠並無太大的興趣。在Q3財報公布後台積電ADR夜盤短線急拉，漲逾3%，釋出Q4財測後，至截稿前更一度衝上201美元，漲13.52美元，漲幅7.21%，創下歷史新高，也帶動美國科技股出現拉抬，輝達（Nvidia）夜盤短線急漲2.55%，報139.14美元，漲3.38美元，AMD夜最高衝上159.24美元，漲3.11美元，漲2%，小型那斯達克指數期貨也由跌翻漲，一度漲逾百點，而台指期夜盤則跳空開高漲逾340點，至截稿前最高來到23598點。（封面圖／東森新聞）
台積電揭露海外產能規劃，熊本與亞利桑那一廠各預計Q4、明年初量產,【財訊快報／記者李純君報導】台積電(2330)今日揭露海外產能規劃，亞利桑那一廠預計2025年初量產，二廠2028年量產，日本熊本廠一廠今年第四季量產、明年第四季啟動二廠建制，德國廠8月動工，2027年底量產。台積電董事長魏哲家表示，所有海外建廠都根據客戶需求、生產彈性、政府支持、極大化股東價值等原則。首先美國亞利桑那廠區部分，有美國客戶和當地政府的強勁承諾與需求，並在日前開始投片，4奈米良率佳，預計2025年初量產，預估品質會跟台灣廠區一樣好，至於二廠三廠會用更先進的製程，二廠預期在2028年量產，其後接續三廠。日本部分，熊本一廠已經通過認證，今年第四季量產，品質可靠度會跟台灣廠一樣好，而熊本二廠也已經開始，預計2025年第四季開始建廠，會支援策略性客戶DCE、車用、HPC等相關應用，於2027年底量產。歐洲廠區部分，8月開始動工，車用等晶片為主，預計投入16奈米finfet製程、28奈米等，會在2027年底量產。<BR>
台積電上修今年營收展望，全年拚增近3成,MoneyDJ新聞 2024-10-17 15:21:06 記者 王怡茹 報導晶圓代工龍頭台積電(2330)今(17)日舉行法說會，董事長暨總裁魏哲家預估，2024年美元計價營收估年增近30%，較前一次預期的24~26%區間持續上修，主要動能來自技術領先及強勁的AI需求。台積電亦上修AI伺服器處理器對營收的貢獻。魏哲家預估，今年AI伺服器處理器業績將成長3倍，佔公司今年營收比重達mid-teens百分比(即14~16%)，高於先前預期的成長1倍、占比達11～13％（low-teens）。台積電所指的AI伺服器處理器，定義為執行訓練(training) 和推論(inference)功能的GPU、AI加速器和CPU，不包含網路、邊緣或終端裝置AI。另外，有外資分析師問及台積電因應AI需求積極擴產，然市場懷疑AI需求是否會是泡沫？魏哲家對此回應，市場對AI的強勁需求「是真的」（Real）、只是剛開始，並透露客戶表示，需求非常瘋狂（insane）。 
台積電Q4法說報喜 高含積量ETF吃定心丸,台積電最新法說結果揭曉，Q3獲利年增54％，第三季毛利率57.8％、營利率47.5％，更大幅領先市場預期及先前公司財測展望，法人表示，AI半導體熱力不減，有機會讓高含積量半導體ETF成明後兩年ETF追漲新星！分析台積電獲利高於預期主要因，新光投信表示，其先進製程已佔公司整體營收高達69％，背後歸功於市場對於AI需求暴增，對於AI半導體之關鍵元件，包括AI晶片、AI伺服器，及ASIC(特殊應用IC)和其他周邊晶片等支援元件的需求將增加。雖然台積電17日股價出現小跌，對持有台積電等台股高含積ETF來說，本季台積電法說會報喜，至少未來一季甚至2025年股價表現猶如吃下一顆定心丸。若細看台積電本季亮麗財報組成因素，可以發現台積電獲利成長主力，已逐漸往AI等先進製程等相關領域靠攏，新光臺灣半導體30 ETF(00904)經理人詹佳峰認為，全球AI商機如雨後春筍般萌芽，為半導體製造商，尤其是AI半導體相關供應鏈在2025年，將繼續迎來更多元AI商機，特別是現階段AI算力需求激增下，讓AI資料中心部署架構發生變化，包括在運算、通訊與儲存等IT設備皆須調整，同時，資料中心的基礎設施如冷卻系統、不斷電系統（UPS）、配電裝置與備援電池也需要升級。詹佳峰看好AI資料中心架構，將讓不同類型的產品規格掀升級潮，最主要包括：AI伺服器、網通、儲存、散熱與基礎設施等的台廠都將受惠，加上近年來ChatGPT、大型語言模型(LLM)等全球AI相關應用需求的加持下，國內AI半導體產業，在AI軟硬體商機通吃的前提下，市場成長前景迅速翻紅，2025、2026兩年基本面成長依舊亮眼。新光投信表示，美國9月啟動降息，11月隨總統大選結果出爐，新政府上台，科技股在受惠降息及新人新政策帶動下，將有望繼續扮演成長股的領頭羊!
1080T準備退伍？台積電業績驚喜夜盤瘋漲7％ 一票晶片廠同樂,晶圓代工龍頭台積電17日舉行法說會，公布第3季合併營收達7596億9千萬元，季增12.8％、年增39％，稅後純益約新台幣3252億6千萬元，每股盈餘12.54元創下新高，激勵正在交易的台積電美股夜盤急速飆漲，一度漲逾7.2%，最高來到201美元。市場看好台積電有望挑戰1080元前高價位。台積電美股16日正常盤收在187.48美元，上漲0.35美元或0.19%，第3季業績開獎後，夜盤聞訊急拉漲至最高201美元，漲逾7.2%，截至台北時間17日下午3點20分，目前漲約6.04%、報198.8美元。台積電帶旺相關個股，半導體設備廠艾司摩爾（ASML）因財報提前暴雷重挫，現在美股夜盤也反彈漲逾3%、至704美元。台積電大客戶輝達（NVIDIA）一度漲2.7%至139.5美元。路透社原預估台積電第3季獲利年增率逾4成，不過今日業績出爐，台積電第三季稅後純益與每股盈餘皆增加54.2%，大幅高出市場估值。◎免責聲明：本文所提及的個股及ETF，非任何投資建議與參考，投資人應獨立判斷，審慎評估風險，自負盈虧。
